transcript	chr	gene	strand	start	end
NM_001130715.2	chr4	PLAC8	-	83092860	83114729
NM_001029869.3	chr5	PLAC8L1	-	146084312	146105577
NM_001029869.1	chr5	PLAC8L1	-	146084385	146104369
NM_001331125.2	chr10	PLAC9	+	80132729	80145359
NM_001012973.3	chr10	PLAC9	+	80132729	80145359
NM_001012973.2	chr10	PLAC9	+	80132720	80145359
NM_002655.3	chr8	PLAG1	-	56160908	56211273
NM_002655.2	chr8	PLAG1	-	56160903	56211279
NM_001114635.2	chr8	PLAG1	-	56160908	56211273
NM_001114635.1	chr8	PLAG1	-	56166098	56211300
NM_001114634.2	chr8	PLAG1	-	56160908	56211273
NM_001114634.1	chr8	PLAG1	-	56166242	56211300
NM_006718.5	chr6	PLAGL1	-	143940299	144008259
NM_006718.3	chr6	PLAGL1	-	143940299	143968978
NM_002656.3	chr6	PLAGL1	-	143941423	144008261
NM_001317162.2	chr6	PLAGL1	-	143940299	144008259
NM_001317161.2	chr6	PLAGL1	-	143940299	144008259
NM_001317160.2	chr6	PLAGL1	-	143940299	144008259
NM_001317159.2	chr6	PLAGL1	-	143940299	144055262
NM_001317158.1	chr6	PLAGL1	-	143940299	143965478
NM_001317157.1	chr6	PLAGL1	-	143940299	143961410
NM_001317156.1	chr6	PLAGL1	-	143940299	143965478
NM_001289049.2	chr6	PLAGL1	-	143940299	144008259
NM_001289048.2	chr6	PLAGL1	-	143940299	144008259
NM_001289047.1	chr6	PLAGL1	-	143940299	144008416
NM_001289046.2	chr6	PLAGL1	-	143940299	144008259
NM_001289046.1	chr6	PLAGL1	-	143940301	143985174
NM_001289045.2	chr6	PLAGL1	-	143940299	144008259
NM_001289044.2	chr6	PLAGL1	-	143940299	144064599
NM_001289044.1	chr6	PLAGL1	-	143940299	143968978
NM_001289043.1	chr6	PLAGL1	-	143940299	144064599
NM_001289042.2	chr6	PLAGL1	-	143940299	144064599
NM_001289042.1	chr6	PLAGL1	-	143942352	144064598
NM_001289041.2	chr6	PLAGL1	-	143940299	144008259
NM_001289040.2	chr6	PLAGL1	-	143940299	144064599
NM_001289040.1	chr6	PLAGL1	-	143940301	144064599
NM_001289039.2	chr6	PLAGL1	-	143940299	144064599
NM_001289039.1	chr6	PLAGL1	-	143942623	144064511
NM_001289038.1	chr6	PLAGL1	-	143940299	144064599
NM_001289037.2	chr6	PLAGL1	-	143940299	144064599
NM_001080956.3	chr6	PLAGL1	-	143940299	144008259
NM_001080955.3	chr6	PLAGL1	-	143940299	144064599
NM_001080954.3	chr6	PLAGL1	-	143940299	144008259
NM_001080953.3	chr6	PLAGL1	-	143940299	144008259
NM_001080952.3	chr6	PLAGL1	-	143940299	144008259
NM_001080951.3	chr6	PLAGL1	-	143940299	144064599
NM_002657.3	chr20	PLAGL2	-	32192503	32207743
NM_033011.4	chr8	PLAT	-	42174717	42207565
NM_033011.2	chr8	PLAT	-	42175236	42207676
NM_001319189.2	chr8	PLAT	-	42174717	42207565
NM_000930.5	chr8	PLAT	-	42174717	42207565
NM_000930.4	chr8	PLAT	-	42175232	42207724
NM_000930.3	chr8	PLAT	-	42175232	42207724
NM_002658.5	chr10	PLAU	+	73911131	73917494
NM_002658.4	chr10	PLAU	+	73911156	73917497
NM_001319191.1	chr10	PLAU	+	73911100	73917501
NM_001145031.2	chr10	PLAU	+	73911100	73917501
NM_001145031.1	chr10	PLAU	+	73911103	73917496
NM_002659.4	chr19	PLAUR	-	43648578	43670169
NM_002659.3	chr19	PLAUR	-	43648579	43670350
NM_001301037.2	chr19	PLAUR	-	43648578	43670169
NM_001301037.1	chr19	PLAUR	-	43648578	43670153
NM_001005377.3	chr19	PLAUR	-	43648578	43670169
NM_001005377.2	chr19	PLAUR	-	43648579	43670547
NM_001005376.2	chr19	PLAUR	-	43646094	43670346
NM_153021.5	chr2	PLB1	+	28496059	28644142
NM_153021.4	chr2	PLB1	+	28496070	28643747
NM_001170585.1	chr2	PLB1	+	28496070	28643788
NM_024829.6	chr12	PLBD1	-	14503660	14567883
NM_024829.5	chr12	PLBD1	-	14503660	14568349
NM_173542.4	chr12	PLBD2	+	113358586	113391629
NM_173542.3	chr12	PLBD2	+	113358569	113391625
NM_001159727.2	chr12	PLBD2	+	113358586	113391629
NM_001159727.1	chr12	PLBD2	+	113358565	113389238
NM_182734.3	chr20	PLCB1	+	8132265	8884900
NM_182734.2	chr20	PLCB1	+	8132176	8884900
NM_015192.4	chr20	PLCB1	+	8132265	8884900
NM_015192.3	chr20	PLCB1	+	8132624	8884900
NM_004573.3	chr15	PLCB2	-	40287908	40307935
NM_004573.2	chr15	PLCB2	-	40287906	40307922
NM_001284299.2	chr15	PLCB2	-	40300666	40307935
NM_001284298.2	chr15	PLCB2	-	40287908	40307935
NM_001284298.1	chr15	PLCB2	-	40288138	40307825
NM_001284297.2	chr15	PLCB2	-	40287908	40307935
NM_001284297.1	chr15	PLCB2	-	40287908	40307837
NM_001316314.2	chr11	PLCB3	+	64251529	64269452
NM_001184883.2	chr11	PLCB3	+	64251529	64269452
NM_000932.3	chr11	PLCB3	+	64251529	64269452
NM_000932.2	chr11	PLCB3	+	64251546	64269150
NM_182797.2	chr20	PLCB4	+	9217389	9480816
NM_001172646.1	chr20	PLCB4	+	9069053	9480816
NM_000933.3	chr20	PLCB4	+	9307799	9480816
NM_006225.4	chr3	PLCD1	-	38007495	38029642
NM_001130964.2	chr3	PLCD1	-	38007495	38024520
NM_001130964.1	chr3	PLCD1	-	38007497	38024787
NM_133373.5	chr17	PLCD3	-	45108958	45132515
NM_133373.4	chr17	PLCD3	-	45108966	45132498
NM_133373.3	chr17	PLCD3	-	45108966	45132498
NM_032726.4	chr2	PLCD4	+	218607898	218637175
NM_032726.3	chr2	PLCD4	+	218607764	218637181
NM_016341.4	chr10	PLCE1	+	93993930	94332823
NM_016341.3	chr10	PLCE1	+	93993988	94328392
NM_001288989.2	chr10	PLCE1	+	93993930	94332823
NM_001165979.2	chr10	PLCE1	+	94089025	94328392
NM_182811.2	chr20	PLCG1	+	41137542	41177626
NM_182811.1	chr20	PLCG1	+	41137236	41175721
NM_002660.3	chr20	PLCG1	+	41137542	41177626
NM_002660.2	chr20	PLCG1	+	41136959	41175721
NM_002661.5	chr16	PLCG2	+	81779290	81962685
NM_002661.4	chr16	PLCG2	+	81779257	81962693
NM_002661.3	chr16	PLCG2	+	81779257	81962693
NM_014996.3	chr3	PLCH1	-	155479881	155704264
NM_014996.2	chr3	PLCH1	-	155479881	155704208
NM_001349252.2	chr3	PLCH1	-	155479880	155745071
NM_001349251.2	chr3	PLCH1	-	155479880	155745071
NM_001349251.1	chr3	PLCH1	-	155479880	155745067
NM_001349250.2	chr3	PLCH1	-	155479880	155676343
NM_001130961.2	chr3	PLCH1	-	155479880	155676343
NM_001130961.1	chr3	PLCH1	-	155479881	155676039
NM_001130960.2	chr3	PLCH1	-	155479880	155676343
NM_001130960.1	chr3	PLCH1	-	155479881	155676039
NM_014638.4	chr1	PLCH2	+	2476288	2505532
NM_014638.3	chr1	PLCH2	+	2476314	2505525
NM_014638.2	chr1	PLCH2	+	2476314	2505525
NM_001303013.1	chr1	PLCH2	+	2476314	2505530
NM_001303012.2	chr1	PLCH2	+	2467450	2505532
NM_001303012.1	chr1	PLCH2	+	2467458	2505526
NM_006226.4	chr2	PLCL1	+	197804592	198149863
NM_006226.3	chr2	PLCL1	+	197804701	198148401
NM_015184.5	chr3	PLCL2	+	16933089	17090606
NM_001144382.2	chr3	PLCL2	+	16884954	17090604
NM_001144382.1	chr3	PLCL2	+	16884958	17090594
NM_018390.4	chrY	PLCXD1	+	281380	303356
NM_018390.3	chrY	PLCXD1	+	281191	303356
NM_001370373.1	chrY	PLCXD1	+	283477	303356
NM_001370372.1	chrY	PLCXD1	+	276355	303356
NM_001370371.1	chrY	PLCXD1	+	276355	303356
NM_001370370.1	chrY	PLCXD1	+	276355	303356
NM_153268.3	chr3	PLCXD2	+	111674675	111846447
NM_001185106.1	chr3	PLCXD2	+	111674675	111846447
NM_001005473.3	chr5	PLCXD3	-	41306951	41510601
NM_001005473.2	chr5	PLCXD3	-	41306956	41510628
NM_033123.4	chr12	PLCZ1	-	18683179	18738012
NM_033123.3	chr12	PLCZ1	-	18683181	18738057
NM_001330774.2	chr12	PLCZ1	-	18683179	18738012
NM_001330769.1	chr12	PLCZ1	-	18683179	18737509
NM_002662.5	chr3	PLD1	-	171600403	171810483
NM_002662.4	chr3	PLD1	-	171600825	171810494
NM_001130081.3	chr3	PLD1	-	171600403	171810483
NM_001130081.2	chr3	PLD1	-	171600404	171810438
NM_002663.5	chr17	PLD2	+	4807151	4823430
NM_002663.4	chr17	PLD2	+	4807095	4823434
NM_001243108.2	chr17	PLD2	+	4807151	4823430
NM_001243108.1	chr17	PLD2	+	4807168	4823428
NM_012268.4	chr19	PLD3	+	40348694	40378485
NM_012268.3	chr19	PLD3	+	40348689	40378483
NM_012268.2	chr19	PLD3	+	40348689	40378483
NM_001291311.1	chr19	PLD3	+	40359641	40378490
NM_001031696.3	chr19	PLD3	+	40348424	40378490
NM_001031696.2	chr19	PLD3	+	40348699	40378483
NM_138790.4	chr14	PLD4	+	104924878	104937785
NM_138790.2	chr14	PLD4	+	104924822	104937790
NM_001308174.2	chr14	PLD4	+	104924878	104937785
NM_152666.2	chr1	PLD5	-	242088386	242524696
NM_001372062.1	chr1	PLD5	-	242082985	242524697
NM_001320272.2	chr1	PLD5	-	242082985	242524697
NM_001195812.2	chr1	PLD5	-	242082985	242449468
NM_001195812.1	chr1	PLD5	-	242088386	242449482
NM_001195811.1	chr1	PLD5	-	242088386	242449482
NM_178836.4	chr17	PLD6	-	17200994	17206333
NM_178836.3	chr17	PLD6	-	17200994	17206315
NM_201384.3	chr8	PLEC	-	143915152	143939597
NM_201384.2	chr8	PLEC	-	143915146	143939590
NM_201383.3	chr8	PLEC	-	143915152	143942624
NM_201383.2	chr8	PLEC	-	143915152	143942524
NM_201382.4	chr8	PLEC	-	143915152	143943985
NM_201382.3	chr8	PLEC	-	143915152	143943958
NM_201381.3	chr8	PLEC	-	143915152	143944770
NM_201381.2	chr8	PLEC	-	143915152	143944737
NM_201380.4	chr8	PLEC	-	143915152	143950926
NM_201380.3	chr8	PLEC	-	143915152	143950876
NM_201379.3	chr8	PLEC	-	143915152	143953834
NM_201379.2	chr8	PLEC	-	143915152	143953920
NM_201378.4	chr8	PLEC	-	143915152	143973529
NM_201378.3	chr8	PLEC	-	143915152	143973529
NM_000445.5	chr8	PLEC	-	143915152	143976745
NM_000445.4	chr8	PLEC	-	143915152	143976734
NM_002664.3	chr2	PLEK	+	68365281	68397453
NM_002664.2	chr2	PLEK	+	68365172	68397453
NM_016445.3	chr14	PLEK2	-	67386983	67412165
NM_016445.2	chr14	PLEK2	-	67386982	67412200
NM_016445.1	chr14	PLEK2	-	67386982	67412200
NM_021622.4	chr10	PLEKHA1	+	122392302	122432355
NM_001330178.2	chr10	PLEKHA1	+	122374707	122442600
NM_001195608.1	chr10	PLEKHA1	+	122386068	122432355
NM_001001974.3	chr10	PLEKHA1	+	122374707	122442600
NM_021623.2	chr8	PLEKHA2	+	38901345	38973912
NM_021623.1	chr8	PLEKHA2	+	38901290	38973909
NM_019091.4	chr2	PLEKHA3	+	178480456	178516463
NM_019091.3	chr2	PLEKHA3	+	178480467	178516462
NM_020904.3	chr19	PLEKHA4	-	48837096	48868617
NM_020904.2	chr19	PLEKHA4	-	48837096	48868632
NM_001161354.2	chr19	PLEKHA4	-	48837096	48868617
NM_001161354.1	chr19	PLEKHA4	-	48837096	48868454
NM_019012.6	chr12	PLEKHA5	+	19129732	19376400
NM_019012.5	chr12	PLEKHA5	+	19129793	19376400
NM_001256787.1	chr12	PLEKHA5	+	19205324	19376400
NM_001256470.2	chr12	PLEKHA5	+	19129732	19376400
NM_001256470.1	chr12	PLEKHA5	+	19129767	19376400
NM_001190860.3	chr12	PLEKHA5	+	19129732	19202003
NM_001190860.2	chr12	PLEKHA5	+	19129751	19202003
NM_001143821.3	chr12	PLEKHA5	+	19129732	19373683
NM_001143821.2	chr12	PLEKHA5	+	19129795	19373668
NM_014935.5	chr1	PLEKHA6	-	204218852	204359929
NM_014935.4	chr1	PLEKHA6	-	204218850	204359916
NM_175058.5	chr11	PLEKHA7	-	16787481	17014414
NM_175058.4	chr11	PLEKHA7	-	16787483	17014412
NM_001329631.2	chr11	PLEKHA7	-	16787481	17014414
NM_001329630.2	chr11	PLEKHA7	-	16777296	17014414
NM_032639.4	chr7	PLEKHA8	+	30028411	30090744
NM_032639.3	chr7	PLEKHA8	+	30028361	30090744
NM_001363474.1	chr7	PLEKHA8	+	30045084	30118345
NM_001363473.1	chr7	PLEKHA8	+	30028411	30073301
NM_001350975.1	chr7	PLEKHA8	+	30028360	30118345
NM_001350974.2	chr7	PLEKHA8	+	30028411	30130483
NM_001350973.2	chr7	PLEKHA8	+	30028411	30130483
NM_001197027.1	chr7	PLEKHA8	+	30028360	30118345
NM_001197026.2	chr7	PLEKHA8	+	30028411	30084650
NM_001197026.1	chr7	PLEKHA8	+	30028360	30084660
NM_021200.3	chr11	PLEKHB1	+	73646580	73662819
NM_021200.2	chr11	PLEKHB1	+	73646177	73662819
NM_001130036.2	chr11	PLEKHB1	+	73648912	73662819
NM_001130036.1	chr11	PLEKHB1	+	73648689	73661720
NM_001130035.2	chr11	PLEKHB1	+	73647653	73662819
NM_001130035.1	chr11	PLEKHB1	+	73647548	73662819
NM_001130034.2	chr11	PLEKHB1	+	73647653	73662819
NM_001130034.1	chr11	PLEKHB1	+	73647608	73662819
NM_001130033.2	chr11	PLEKHB1	+	73646580	73662819
NM_001130033.1	chr11	PLEKHB1	+	73646177	73662819
NM_017958.2	chr2	PLEKHB2	+	131104846	131149852
NM_001309452.1	chr2	PLEKHB2	+	131104846	131149852
NM_001309451.1	chr2	PLEKHB2	+	131104846	131149852
NM_001309450.1	chr2	PLEKHB2	+	131104846	131149852
NM_001309448.1	chr2	PLEKHB2	+	131104846	131149852
NM_001267068.1	chr2	PLEKHB2	+	131104846	131149852
NM_001267067.1	chr2	PLEKHB2	+	131104846	131149852
NM_001267066.1	chr2	PLEKHB2	+	131104846	131149852
NM_001267065.1	chr2	PLEKHB2	+	131104846	131149852
NM_001267064.1	chr2	PLEKHB2	+	131104846	131149852
NM_001267063.1	chr2	PLEKHB2	+	131104846	131149852
NM_001267062.1	chr2	PLEKHB2	+	131104846	131149852
NM_001100623.1	chr2	PLEKHB2	+	131104846	131149852
NM_001161498.2	chr14	PLEKHD1	+	69484727	69531551
NM_001161498.1	chr14	PLEKHD1	+	69484753	69531551
NM_024310.5	chr19	PLEKHF1	+	29665460	29675477
NM_024310.4	chr19	PLEKHF1	+	29665055	29675457
NM_024613.4	chr8	PLEKHF2	+	95133784	95156685
NM_024613.3	chr8	PLEKHF2	+	95133803	95156684
NM_001329806.2	chr6	PLEKHG1	+	150721098	150843665
NM_001329805.2	chr6	PLEKHG1	+	150599884	150843665
NM_001329804.2	chr6	PLEKHG1	+	150599884	150843665
NM_001329803.2	chr6	PLEKHG1	+	150721098	150843665
NM_001329802.2	chr6	PLEKHG1	+	150721098	150843665
NM_001329801.2	chr6	PLEKHG1	+	150721098	150843665
NM_001329800.2	chr6	PLEKHG1	+	150683646	150843665
NM_001329799.2	chr6	PLEKHG1	+	150599884	150843665
NM_001329798.2	chr6	PLEKHG1	+	150683646	150843665
NM_001029884.3	chr6	PLEKHG1	+	150599884	150843665
NM_001029884.1	chr6	PLEKHG1	+	150599862	150843663
NM_022835.3	chr19	PLEKHG2	+	39412668	39428415
NM_022835.2	chr19	PLEKHG2	+	39412584	39428415
NM_001351694.2	chr19	PLEKHG2	+	39413778	39428415
NM_001351693.2	chr19	PLEKHG2	+	39412668	39428415
NM_015549.1	chr14	PLEKHG3	+	64704435	64750247
NM_001308147.2	chr14	PLEKHG3	+	64704423	64750249
NM_001308147.1	chr14	PLEKHG3	+	64704596	64750247
NM_015432.3	chr16	PLEKHG4	+	67277509	67289479
NM_001129731.3	chr16	PLEKHG4	+	67279531	67289480
NM_001129731.1	chr16	PLEKHG4	+	67279588	67289499
NM_001129729.3	chr16	PLEKHG4	+	67279531	67289480
NM_001129729.2	chr16	PLEKHG4	+	67279523	67289473
NM_001129729.1	chr16	PLEKHG4	+	67279523	67289473
NM_001129728.1	chr16	PLEKHG4	+	67279146	67289500
NM_001129727.3	chr16	PLEKHG4	+	67278161	67289480
NM_001129727.1	chr16	PLEKHG4	+	67277509	67289479
NM_052909.5	chr5	PLEKHG4B	+	92167	189966
NM_052909.3	chr5	PLEKHG4B	+	140257	189970
NM_198681.3	chr1	PLEKHG5	-	6466091	6520061
NM_020631.5	chr1	PLEKHG5	-	6466091	6491667
NM_020631.4	chr1	PLEKHG5	-	6467121	6491700
NM_001265594.2	chr1	PLEKHG5	-	6466091	6490580
NM_001265594.1	chr1	PLEKHG5	-	6467121	6490570
NM_001265593.1	chr1	PLEKHG5	-	6466091	6485469
NM_001265592.1	chr1	PLEKHG5	-	6466091	6497096
NM_001042665.1	chr1	PLEKHG5	-	6466091	6485954
NM_001042664.1	chr1	PLEKHG5	-	6466091	6490580
NM_001042663.2	chr1	PLEKHG5	-	6466091	6497444
NM_001042663.1	chr1	PLEKHG5	-	6467121	6497390
NM_018173.3	chr12	PLEKHG6	+	6310435	6328506
NM_001144857.1	chr12	PLEKHG6	+	6312650	6328506
NM_001144856.1	chr12	PLEKHG6	+	6310932	6328506
NM_001004330.2	chr12	PLEKHG7	+	92736488	92772092
NM_020715.3	chr14	PLEKHH1	+	67533289	67589612
NM_020715.2	chr14	PLEKHH1	+	67533300	67589612
NM_172069.4	chr2	PLEKHH2	+	43637259	43767987
NM_172069.3	chr2	PLEKHH2	+	43637272	43767987
NM_024927.5	chr17	PLEKHH3	-	42667913	42676994
NM_024927.4	chr17	PLEKHH3	-	42667913	42676951
NM_018049.3	chr19	PLEKHJ1	-	2233152	2236329
NM_018049.2	chr19	PLEKHJ1	-	2233155	2236320
NM_018049.1	chr19	PLEKHJ1	-	2233155	2236320
NM_001300836.2	chr19	PLEKHJ1	-	2229951	2236329
NM_001300836.1	chr19	PLEKHJ1	-	2230083	2236272
NM_014798.3	chr17	PLEKHM1	-	45435899	45490721
NM_014798.2	chr17	PLEKHM1	-	45435899	45490744
NM_001352825.2	chr17	PLEKHM1	-	45452933	45490721
NM_015164.4	chr1	PLEKHM2	+	15684319	15734769
NM_015164.2	chr1	PLEKHM2	+	15684331	15734769
NM_001080475.3	chr2	PLEKHM3	-	207821287	208025527
NM_001080475.2	chr2	PLEKHM3	-	207828302	208025560
NM_032129.3	chr1	PLEKHN1	+	966481	975865
NM_032129.2	chr1	PLEKHN1	+	966496	975108
NM_001367552.1	chr1	PLEKHN1	+	966481	975865
NM_001160184.2	chr1	PLEKHN1	+	966481	975865
NM_001160184.1	chr1	PLEKHN1	+	966501	975008
NM_016274.6	chr1	PLEKHO1	+	150149915	150160065
NM_016274.5	chr1	PLEKHO1	+	150149979	150160065
NM_001304724.1	chr1	PLEKHO1	+	150149433	150160065
NM_001304723.1	chr1	PLEKHO1	+	150150585	150160065
NM_001304722.1	chr1	PLEKHO1	+	150149433	150160065
NM_025201.5	chr15	PLEKHO2	+	64841914	64868002
NM_025201.4	chr15	PLEKHO2	+	64841888	64868007
NM_001195059.1	chr15	PLEKHO2	+	64841882	64868002
NM_182601.1	chr10	PLEKHS1	+	113764818	113777730
NM_024889.5	chr10	PLEKHS1	+	113751681	113783429
NM_024889.4	chr10	PLEKHS1	+	113751453	113782432
NM_001193435.2	chr10	PLEKHS1	+	113751681	113783429
NM_001193435.1	chr10	PLEKHS1	+	113751453	113782432
NM_001193434.2	chr10	PLEKHS1	+	113751681	113783429
NM_001193434.1	chr10	PLEKHS1	+	113751453	113782432
NM_001145024.1	chr11	PLET1	-	112248152	112260860
NM_001168338.1	chr6	PLG	+	160702192	160711872
NM_000301.3	chr6	PLG	+	160702192	160754054
NM_001032392.2	chr2	PLGLB1	-	87010463	87021846
NM_002665.4	chr2	PLGLB2	+	87748086	87759476
NM_018465.4	chr9	PLGRKT	-	5357970	5437925
NM_018465.3	chr9	PLGRKT	-	5357972	5437878
NM_002666.5	chr15	PLIN1	-	89664366	89679367
NM_002666.4	chr15	PLIN1	-	89664364	89679402
NM_001145311.2	chr15	PLIN1	-	89664366	89679367
NM_001122.4	chr9	PLIN2	-	19115760	19127492
NM_001122.3	chr9	PLIN2	-	19115769	19127576
NM_005817.5	chr19	PLIN3	-	4838340	4867667
NM_005817.4	chr19	PLIN3	-	4838340	4867768
NM_001164194.2	chr19	PLIN3	-	4838340	4867667
NM_001164194.1	chr19	PLIN3	-	4838368	4867653
NM_001164189.2	chr19	PLIN3	-	4838340	4867667
NM_001164189.1	chr19	PLIN3	-	4839061	4867694
NM_001367868.2	chr19	PLIN4	-	4502191	4518486
NM_001080400.1	chr19	PLIN4	-	4502191	4517704
NM_001013706.3	chr19	PLIN5	-	4522530	4535224
NM_001013706.2	chr19	PLIN5	-	4522530	4535224
NM_005030.6	chr16	PLK1	+	23678888	23690367
NM_005030.5	chr16	PLK1	+	23678821	23690367
NM_005030.3	chr16	PLK1	+	23678821	23690367
NM_006622.4	chr5	PLK2	-	58453981	58460086
NM_006622.3	chr5	PLK2	-	58453981	58460260
NM_001252226.1	chr5	PLK2	-	58453981	58460139
NM_004073.4	chr1	PLK3	+	44800376	44805990
NM_004073.3	chr1	PLK3	+	44800224	44805990
NM_014264.5	chr4	PLK4	+	127880892	127899224
NM_014264.4	chr4	PLK4	+	127880860	127899195
NM_001190801.1	chr4	PLK4	+	127881243	127899224
NM_001190799.2	chr4	PLK4	+	127880892	127899224
NM_001190799.1	chr4	PLK4	+	127880926	127898639
NM_001243079.2	chr19	PLK5	+	1524076	1536046
NM_001243079.1	chr19	PLK5	+	1524073	1535453
NM_015993.3	chr16	PLLP	-	57256096	57284672
NM_015993.2	chr16	PLLP	-	57256096	57284687
NM_002667.5	chr6	PLN	+	118548295	118561716
NM_002667.4	chr6	PLN	+	118548297	118560730
NM_001316320.2	chr1	PLOD1	+	11934716	11975537
NM_001316320.1	chr1	PLOD1	+	11934752	11975537
NM_000302.4	chr1	PLOD1	+	11934716	11975537
NM_182943.3	chr3	PLOD2	-	146069439	146161184
NM_182943.2	chr3	PLOD2	-	146069439	146161167
NM_000935.2	chr3	PLOD2	-	146069439	146161495
NM_001084.5	chr7	PLOD3	-	101205983	101217581
NM_001084.4	chr7	PLOD3	-	101205976	101217673
NM_199478.3	chrX	PLP1	+	103776839	103792619
NM_001305004.1	chrX	PLP1	+	103776852	103792619
NM_001128834.2	chrX	PLP1	+	103776505	103792619
NM_001128834.1	chrX	PLP1	+	103776510	103792616
NM_000533.5	chrX	PLP1	+	103776839	103792619
NM_000533.3	chrX	PLP1	+	103776849	103792619
NM_002668.3	chrX	PLP2	+	49171897	49175235
NM_002668.2	chrX	PLP2	+	49171925	49175239
NM_007198.4	chr8	PLPBP	+	37762644	37779768
NM_007198.3	chr8	PLPBP	+	37762592	37779767
NM_001349349.1	chr8	PLPBP	+	37762545	37767778
NM_001349348.2	chr8	PLPBP	+	37762644	37779768
NM_001349347.2	chr8	PLPBP	+	37762644	37779768
NM_001349346.2	chr8	PLPBP	+	37762644	37779768
NM_176895.2	chr5	PLPP1	-	55424841	55535078
NM_003711.4	chr5	PLPP1	-	55424853	55534964
NM_177543.3	chr19	PLPP2	-	281042	291139
NM_177526.3	chr19	PLPP2	-	281042	291403
NM_003712.4	chr19	PLPP2	-	281042	291403
NM_003712.3	chr19	PLPP2	-	281039	291504
NM_003713.5	chr1	PLPP3	-	56494760	56579563
NM_003713.4	chr1	PLPP3	-	56494746	56579568
NM_001318169.1	chr10	PLPP4	+	120456953	120589864
NM_001318168.1	chr10	PLPP4	+	120456953	120589864
NM_001318167.1	chr10	PLPP4	+	120456953	120589864
NM_001318166.1	chr10	PLPP4	+	120456953	120589864
NM_001030059.2	chr10	PLPP4	+	120456953	120589864
NM_032483.3	chr8	PLPP5	-	38264738	38269220
NM_001354459.2	chr8	PLPP5	-	38263129	38269224
NM_001354458.2	chr8	PLPP5	-	38263129	38269224
NM_001354457.2	chr8	PLPP5	-	38266981	38269224
NM_001354456.2	chr8	PLPP5	-	38263129	38269224
NM_001354454.1	chr8	PLPP5	-	38264738	38269232
NM_001354452.2	chr8	PLPP5	-	38263129	38269224
NM_001102560.2	chr8	PLPP5	-	38266981	38269224
NM_001102559.2	chr8	PLPP5	-	38263129	38269224
NM_203453.5	chr9	PLPP6	+	4662293	4665258
NM_203453.4	chr9	PLPP6	+	4662293	4665262
NM_203453.3	chr9	PLPP6	+	4662314	4665258
NM_032728.4	chr9	PLPP7	+	131289722	131309261
NM_032728.3	chr9	PLPP7	+	131289693	131309262
NM_207299.2	chr9	PLPPR1	+	101028726	101325135
NM_017753.3	chr9	PLPPR1	+	101185034	101325135
NM_022737.3	chr19	PLPPR2	+	11355431	11365698
NM_001170635.2	chr19	PLPPR2	+	11355431	11365698
NM_024888.2	chr19	PLPPR3	-	812487	821952
NM_001270366.1	chr19	PLPPR3	-	812487	821952
NM_014839.4	chr1	PLPPR4	+	99264291	99309584
NM_001166252.1	chr1	PLPPR4	+	99264291	99309584
NM_001037317.2	chr1	PLPPR5	-	98890244	99004861
NM_001037317.1	chr1	PLPPR5	-	98890971	99004893
NM_001010861.3	chr1	PLPPR5	-	98890244	99004861
NM_002669.4	chr4	PLRG1	-	154535004	154550400
NM_002669.3	chr4	PLRG1	-	154535005	154550435
NM_001201564.1	chr4	PLRG1	-	154534996	154550433
NM_002670.3	chr3	PLS1	+	142623423	142713664
NM_002670.2	chr3	PLS1	+	142623385	142713659
NM_001172312.1	chr3	PLS1	+	142656896	142713664
NM_001145319.2	chr3	PLS1	+	142596392	142713664
NM_001145319.1	chr3	PLS1	+	142596386	142713664
NM_005032.7	chrX	PLS3	+	115561173	115650861
NM_005032.6	chrX	PLS3	+	115561181	115650861
NM_001282338.2	chrX	PLS3	+	115593550	115650861
NM_001282337.2	chrX	PLS3	+	115561173	115650861
NM_001282337.1	chrX	PLS3	+	115561254	115649758
NM_001172335.3	chrX	PLS3	+	115593550	115650861
NM_001172335.2	chrX	PLS3	+	115593506	115650857
NM_001136025.5	chrX	PLS3	+	115593550	115650861
NM_021105.3	chr3	PLSCR1	-	146515179	146544607
NM_021105.2	chr3	PLSCR1	-	146515179	146544864
NM_001363874.1	chr3	PLSCR1	-	146515179	146544595
NM_001363872.1	chr3	PLSCR1	-	146515179	146544555
NM_020359.2	chr3	PLSCR2	-	146433287	146495991
NM_001199979.1	chr3	PLSCR2	-	146433287	146495991
NM_001199978.1	chr3	PLSCR2	-	146433287	146469301
NM_020360.4	chr17	PLSCR3	-	7389726	7394525
NM_001369422.1	chr17	PLSCR3	-	7389726	7394525
NM_001369421.1	chr17	PLSCR3	-	7389726	7394525
NM_001369420.1	chr17	PLSCR3	-	7389726	7394525
NM_001369407.1	chr17	PLSCR3	-	7389726	7394525
NM_001201576.2	chr17	PLSCR3	-	7389726	7394525
NM_001201576.1	chr17	PLSCR3	-	7389729	7394843
NM_020353.3	chr3	PLSCR4	-	146192334	146251105
NM_020353.2	chr3	PLSCR4	-	146192338	146251179
NM_001177304.2	chr3	PLSCR4	-	146192334	146251105
NM_001177304.1	chr3	PLSCR4	-	146192404	146251079
NM_001128306.1	chr3	PLSCR4	-	146192334	146251179
NM_001128305.2	chr3	PLSCR4	-	146192334	146250615
NM_001128305.1	chr3	PLSCR4	-	146194290	146250867
NM_001128304.2	chr3	PLSCR4	-	146192334	146251105
NM_001128304.1	chr3	PLSCR4	-	146194356	146251143
